Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-06-28,92.67378997802734,93.5790406100583,92.51462503173617,92.71358121460013,5347700
2000-06-29,91.79838562011719,92.79316656528533,91.37062981369488,92.15650676037772,6345700
2000-06-30,92.49471282958984,92.6936689767819,91.60935797458515,91.63920139666396,7420200
2000-07-03,93.76799774169922,93.8674757787687,92.43499204496808,92.59415690427926,1436600
2000-07-05,92.07695007324219,93.3701656641585,91.9177850774371,93.19110504387778,2748200
2000-07-06,92.79317474365234,93.2507740187604,91.81828933146559,92.27588860657366,5963200
2000-07-07,94.28533935546875,94.72304297771402,93.11149782308372,93.39003649178525,3034800
2000-07-10,94.12619018554688,94.80264135153897,93.92723396025508,94.14608580807605,2816100
2000-07-11,94.32512664794922,94.94189081713007,93.6884668604077,93.88742304401443,5431600
2000-07-12,94.94190216064453,95.57856202425322,94.66336347031574,95.0413802643334,5883000
2000-07-13,95.3597183227539,95.7377351489864,94.98170149652142,95.48903986857029,5356000
2000-07-14,96.29479217529297,96.29479217529295,95.29006345528215,95.77750610162403,5341900
2000-07-17,96.1355972290039,96.76230900729729,95.93664110891078,96.12564942299926,4208300
2000-07-18,95.34973907470703,95.89686851123378,95.08114826041208,95.89686851123378,4262100
2000-07-19,94.58377075195312,95.43928235109783,94.3848145661055,95.16074369091119,8506800
2000-07-20,95.8968734741211,95.8968734741211,94.74292769372711,94.86230139514717,4538900
2000-07-21,94.02667999267578,95.33979063159168,94.02667999267577,95.33979063159168,5656900
2000-07-24,93.48950958251953,94.77277695176245,93.31044901936936,94.30522992575922,5628500
2000-07-25,93.78794860839844,94.12617413371511,93.44972308308178,94.06648727630629,4757100
2000-07-26,92.87274169921875,93.68846200977316,92.72352456923929,93.56908830578959,12062500
2000-07-27,92.55440521240234,93.35022984879446,92.11670166238667,92.91252629877879,7652600
2000-07-28,90.46537017822266,92.89263544361592,90.09730126502778,92.7732617420392,6229500
2000-07-31,91.04232025146484,91.75856228141518,90.4454518931729,91.00252902757872,5265500
2000-08-01,91.59942626953125,92.13660796138123,91.12193143233125,91.44026132379791,3946600
2000-08-02,92.05699157714844,92.5742774602273,91.44022763963135,91.59939252673253,7439800
2000-08-03,92.69367980957031,92.83294912888068,90.80359619035822,90.96276112671292,4607100
2000-08-04,93.1910629272461,93.40991469757054,92.57429884724084,93.15127169627802,3686600
2000-08-07,94.30522155761719,94.50417772124085,93.19106704132467,93.4099188213107,4159800
2000-08-08,94.66331481933594,94.74289726138666,93.90728161985406,93.90728161985406,3658700
2000-08-09,93.8675765991211,95.0016274397633,93.8277853415547,94.95188836780531,5383800
2000-08-10,93.40995788574219,94.13614818666437,93.131419140183,93.92724412749497,4193400
2000-08-11,93.84760284423828,94.22561947642834,92.67376172322703,93.35021253872503,5089400
2000-08-14,95.0413589477539,95.22041949423281,93.628770192198,94.086369366533,2966700
2000-08-15,94.9618148803711,95.37962299109554,94.58379801828707,95.08118862629237,5564600
2000-08-16,94.62354278564453,95.45915859661953,94.12615242196894,95.06124630567905,5191600
2000-08-17,95.61831665039062,95.77748155534343,94.44447547636378,94.66332722067388,5652200
2000-08-18,95.3000259399414,95.73772960814155,95.00159162071402,95.73772960814155,4626400
2000-08-21,95.81732940673828,95.95659878087598,95.12098253604978,95.51889503358606,2380600
2000-08-22,95.65811920166016,96.33457012779503,95.55864112428739,95.85707535640572,3075300
2000-08-23,96.03612518310547,96.31466376867901,95.04134452034283,95.37956994568212,5483200
2000-08-24,96.33460235595703,96.45397608874013,95.81731618056364,96.23512424530446,4529000
2000-08-25,96.29479217529297,96.5335395939094,96.0958359931126,96.23510532063885,2822200
2000-08-28,96.623046875,97.3492367670905,96.29476925254814,96.29476925254814,5518700
2000-08-29,96.64295196533203,96.69269100391429,96.07592692549427,96.41415238785363,3561900
2000-08-30,95.71784210205078,96.45398015188987,95.71784210205078,96.33460641407812,3964800
2000-08-31,96.99114227294922,97.46863712721604,96.07594380227113,96.17542189691005,4863100
2000-09-01,97.09059143066406,97.7869378855971,96.77226162269467,97.56808614261814,3191200
2000-09-05,96.31464385986328,96.90156432957325,96.01620972272262,96.69266043357479,3470800
2000-09-06,95.22040557861328,96.74242000125513,95.2005099652454,96.25497747374237,4322200
2000-09-07,96.03612518310547,96.18534228251987,95.38951775230976,95.65810853125566,4265500
2000-09-08,95.37960815429688,95.81731182125442,95.07122602530404,95.67804247267702,3518200
2000-09-11,95.24034881591797,96.25502560505768,94.66337573974047,95.33982693250029,3937500
2000-09-12,94.54397583007812,95.65813042740228,94.5041845944594,95.33980054245252,4769100
2000-09-13,94.79264831542969,95.08113470446814,94.00677160046286,94.22562334387135,7691600
2000-09-14,95.27013397216797,95.45914227805407,94.32509244273747,95.41935105576226,3397100
2000-09-15,93.18587493896484,94.62195862809271,93.18587493896484,94.58206741450583,4085700
2000-09-18,92.32818603515625,93.8041604932685,92.0389748237694,93.42519407834779,5109300
2000-09-19,93.16593170166016,93.38533338196808,92.35813460598102,92.62740030454074,6588200
2000-09-20,92.4778060913086,93.20582074079263,91.37082491195615,92.98641906560566,6508100
2000-09-21,91.07159423828125,92.90658912875911,91.03170304500999,92.20849324651209,5972300
2000-09-22,92.72711181640625,92.74705742015252,90.9020890736226,91.03173549797334,7791300
2000-09-25,92.06885528564453,93.22569965448496,91.7297802120189,93.14591728422009,9726300
2000-09-26,90.89208984375,92.54757447333772,90.89208984375,92.14866251440091,5302400
2000-09-27,91.37078857421875,91.88937414569435,90.71258381042281,91.63008135995655,7186200
2000-09-28,92.54762268066406,93.39531103495894,91.20129411796044,91.39077739715576,7036400
2000-09-29,91.66998291015625,93.16590299681025,91.66998291015625,92.84677337832406,9333600
2000-10-02,91.80964660644531,92.48779737433998,91.36087036298561,92.08888515793136,5517800
2000-10-03,90.95193481445312,93.02627718741434,90.81231561627304,92.24839879755389,9347200
2000-10-04,91.70984649658203,92.06886720926983,90.47321959732407,91.19126102269966,6148900
2000-10-05,92.0290298461914,92.4478875893145,91.4705528553606,91.53038967580675,4566900
2000-10-06,90.03443145751953,92.31820248141985,89.19671632211505,91.82953531910056,10014900
2000-10-09,89.35633850097656,90.19405417442321,88.95742627552576,90.19405417442321,4508000
2000-10-10,87.88033294677734,90.15413184735216,87.88033294677734,89.4161444848849,6104700
2000-10-11,87.14238739013672,88.4787435254398,86.24483476194807,87.84048387872787,10346000
2000-10-12,84.96825408935547,87.82047482521881,84.74885249428907,87.6210188297039,12336900
2000-10-13,87.80052947998047,87.86036627880826,84.80868953859085,84.84858073780939,11778800
2000-10-16,88.199462890625,88.22938129730431,87.24207387688688,87.70082277930307,5659000
2000-10-17,86.00542449951172,88.43878762310644,85.78602290640072,88.35900522561153,7831700
2000-10-18,85.6863021850586,86.88303824909573,83.07342844524419,84.64913092955975,10897300
2000-10-19,88.91748809814453,89.00724330147374,87.08249283008053,87.34178563969827,8767300
2000-10-20,89.29644012451172,90.1142096230833,88.31910584573104,88.31910584573104,7373500
2000-10-23,89.69537353515625,90.01450317192798,88.67814781794634,89.31640709148982,5290000
2000-10-24,89.09700012207031,90.59292020471085,88.71803370113471,89.97460657055277,5750700
2000-10-25,87.00273895263672,89.07708210969179,86.88306530896045,88.55849632042802,9137600
2000-10-26,87.2420425415039,87.86035605745877,85.54666677195021,87.52128090354805,9345800
2000-10-27,88.89756774902344,88.89756774902344,87.20219120456147,88.00001546077887,9762900
2000-10-30,89.69537353515625,90.05439437652446,88.17950776049051,88.3590181811746,10154100
2000-10-31,91.24116516113281,91.70988685340227,89.39619679794453,90.00453771769851,7752400
2000-11-01,90.93199920654297,91.43063925483504,90.13417512927565,90.79237999302119,6753600
2000-11-02,91.08161163330078,91.8495174797657,90.96193799489066,91.37082292612523,11395100
2000-11-03,91.1314697265625,91.74978348482983,90.87217686019233,91.57027303888125,5187100
2000-11-06,91.76970672607422,92.09880913011251,91.29101232020032,91.37079472117931,4042500
2000-11-07,91.7497329711914,91.90929772418478,90.99180039447286,91.36079388577005,5231300
2000-11-08,89.71533966064453,91.94924762907321,89.71533966064453,91.94924762907321,6123300
2000-11-09,89.37628173828125,90.1342149465059,87.60112238217613,89.3563361275385,10635300
2000-11-10,87.20220184326172,89.0172522475931,87.1423650167453,88.71806811501101,8569500
2000-11-13,86.5240249633789,87.43154989095699,84.89845833485991,86.56391616898674,17285300
2000-11-14,88.79783630371094,89.11696599393092,87.441535120276,87.74071920485723,7668900
2000-11-15,89.07704162597656,89.4260895947304,87.92019692953531,88.75791205454449,8837700
2000-11-16,87.68086242675781,89.2765105145969,87.64097122456184,88.44876806903036,6684100
2000-11-17,87.21214294433594,88.71803586424386,86.6436932990727,87.6409733784819,6551100
2000-11-20,85.96556854248047,87.04263135020528,85.72622125187495,86.64371919919608,5458500
2000-11-21,86.40435028076172,86.92293594726675,85.21758692856751,86.08522063983554,7684300
2000-11-22,84.3399887084961,86.08522910390661,84.3300159062366,85.746153827084,5736900
2000-11-24,86.06524658203125,86.1450289658848,85.28736833945901,85.28736833945901,3411600
2000-11-27,86.82321166992188,87.24206934165822,86.36446279135347,87.1024501177461,5992000
2000-11-28,85.32728576660156,87.18222676152767,85.29736736345758,86.24478346301663,5336100
2000-11-29,85.1677474975586,86.743450554305,85.05804665183574,85.76611574695596,6914100
2000-11-30,84.42975616455078,85.20763485352255,82.81416196437866,84.56937541641751,11201600
2000-12-01,84.38986206054688,85.5666528574205,83.61198339820669,85.0081758690737,7587200
2000-12-04,85.10790252685547,85.44697783572741,83.93111174900582,84.17045902585659,6996600
2000-12-05,87.90030670166016,88.23938208489778,85.78607195911965,86.08525612079991,8883400
2000-12-06,86.49408721923828,88.29916386938034,86.18493044490455,87.94014309918634,12888000
2000-12-07,85.30734252929688,86.72348031736797,85.30734252929688,86.08522103260354,6529100
2000-12-08,85.50680541992188,89.01723176792893,85.44696860717175,87.48142024067585,10276300
2000-12-11,88.47869873046875,89.07706684631954,87.2620168949055,87.68087457600105,6405600
2000-12-12,88.0997314453125,88.59837153726015,87.68087376807647,88.19945946370203,5022900
2000-12-13,86.89302825927734,88.97734398361901,86.82321864171566,88.8776159585309,6070500
2000-12-14,85.7860336303711,87.12238895546639,85.54668640796596,86.7234769181245,7678400
2000-12-15,83.8484115600586,85.22887932375319,83.58832343066686,85.22887932375319,9065300
2000-12-18,84.96884155273438,85.44900453772746,84.35863442597233,84.54869894086542,7235400
2000-12-19,83.23821258544922,86.40928738289993,83.23821258544922,84.80874489838223,9616600
2000-12-20,80.82737731933594,82.54796010385645,80.72734343651499,82.34789233821454,9994300
2000-12-21,81.38758850097656,82.49796489276717,80.36724262743924,80.66734435495022,14331500
2000-12-22,83.82841491699219,83.93845221580925,82.48796054958444,82.58799445759995,10182900
2000-12-26,84.72870635986328,84.72870635986328,83.40825898802126,83.76838099852363,4665300
2000-12-27,85.34893798828125,85.61902956419353,84.0284902838212,84.34859881823576,4854100
2000-12-28,85.60905456542969,85.7090885156113,84.88881012412202,85.0288576543763,8358700
2000-12-29,83.9884262084961,85.96909657406091,83.9884262084961,85.82904917447551,8774600
2001-01-02,82.46794891357422,84.60867441909397,81.66767769655749,84.50864051696688,8737500
2001-01-03,86.42926788330078,87.06948468243634,81.72767576464899,82.14781803908171,19431600
2001-01-04,85.49897766113281,86.72939467907119,85.1488589974918,86.38927940581992,9219000
2001-01-05,82.70804595947266,85.54900931850631,82.70804595947266,85.44897539741356,12911400
2001-01-08,83.3482666015625,83.3482666015625,81.7477237959636,83.14819875086263,6625300
2001-01-09,83.12818908691406,84.18854865890117,82.858097497823,83.898450285433,5702400
2001-01-10,84.58866119384766,84.58866119384766,82.46794263033114,82.58798330373773,8746100
2001-01-11,84.66866302490234,85.45893055549867,83.92841242662224,83.92841242662224,7245100
2001-01-12,84.50860595703125,85.6089784304301,84.0484501954281,84.94875494639079,7244000
2001-01-16,85.04882049560547,85.26889507228194,84.1985323584464,84.50863744376323,8542200
2001-01-17,85.43895721435547,86.45930303286201,84.91878091472469,86.32925895795431,7851400
2001-01-18,86.28926086425781,86.87946100232774,85.10886058811795,85.42896913757961,8107000
2001-01-19,85.79906463623047,87.18953566158153,85.70903413818615,87.18953566158153,7782500
2001-01-22,86.36929321289062,86.92948320824873,85.50900143430496,85.94915071637205,7050900
2001-01-23,87.04948425292969,87.48963333442003,85.88909121990972,86.0891589842235,8463100
2001-01-24,87.3095932006836,87.90979663698526,86.96947792011264,87.22956607584337,6199900
2001-01-25,87.08952331542969,87.86978782480293,86.84944192793022,87.22957079147103,10818300
2001-01-26,86.98947143554688,87.14952566081926,86.07916302931012,86.52931553788873,7136800
2001-01-29,87.45361328125,87.64567049401107,86.6661396331997,86.74937093801782,6705900
2001-01-30,88.22188568115234,88.29870857865863,86.93504353431751,87.2615603865874,7069100
2001-01-31,87.72256469726562,88.79812491910816,87.453674641805,87.96584059376467,9706900
2001-02-01,88.30509948730469,88.31790655874408,87.2295399407924,87.77372813423484,8239100
2001-02-02,86.3012924194336,88.34358713220747,86.26927960122944,87.96585150770336,8276600
2001-02-05,86.93505096435547,87.03108936338047,86.269229668216,86.301242467891,4352900
2001-02-06,86.67899322509766,87.51767606739128,86.5701574898091,86.62137603034567,7106700
2001-02-07,86.23082733154297,86.68537592059914,85.58420192413257,86.2500330595912,5748700
2001-02-08,85.22566986083984,86.68536359863194,85.21287255658406,86.30123932333296,5943300
2001-02-09,84.4062271118164,85.3729612650225,84.03489999078249,85.3729612650225,9913000
2001-02-12,85.3729476928711,85.46897634298506,84.31658369693271,84.31658369693271,5804400
2001-02-13,84.67509460449219,85.89791138584083,84.50864170582793,85.5970086224946,6587600
2001-02-14,84.54707336425781,84.92479912971642,83.65077328199361,84.92479912971642,8400100
2001-02-15,85.36652374267578,85.4817678707874,84.50223674204688,85.04641527527207,5929800
2001-02-16,83.48430633544922,84.05409916644241,82.78007338341212,83.86844050487872,6434900
2001-02-20,82.19744873046875,83.95804523396102,82.01179012479543,83.89401963535101,5760000
2001-02-21,80.42408752441406,82.48558283370707,80.34725970095228,81.88378197890027,10910800
2001-02-22,80.54570007324219,81.01306063743462,78.75949403789531,80.89141784309656,21281600
2001-02-23,80.0014877319336,80.37281463423497,77.9784052599715,80.07831550345102,20173000
2001-02-26,81.70450592041016,81.70450592041016,79.7070268623192,80.53931102430761,11503700
2001-02-27,80.94904327392578,81.84534321319748,80.35364123742768,81.17952179672946,11415000
2001-02-28,79.35491180419922,81.20513893067107,78.91956395770765,81.14752173315719,14825800
2001-03-01,79.77104187011719,79.77104187011719,77.94642429071887,79.41892543028571,14672000
2001-03-02,79.13722229003906,80.4432655319032,78.29853959865527,78.42658104248846,12564300
2001-03-05,79.86068725585938,79.88629652842297,79.26528510104605,79.48296147560208,5293200
2001-03-06,80.71856689453125,81.7877281965305,80.34083629483503,80.89142334898989,6917000
2001-03-07,81.29478454589844,81.33319601597415,80.51371875789397,81.24356599615099,6371700
2001-03-08,81.3843765258789,81.46119943012258,80.75696179590673,81.05146099259818,6055000
2001-03-09,78.97716522216797,80.73135833926135,78.81711098085918,80.73135833926135,10020300
2001-03-12,75.5968017578125,78.42655887304126,75.38552903918864,78.32412183935699,13972900
2001-03-13,76.83882904052734,77.10772384670405,75.24469035100158,76.44189769451832,12888000
2001-03-14,75.3215560913086,76.37151192994023,74.10514240963447,74.93742674037722,19883400
2001-03-15,75.34070587158203,76.0961618172829,75.13583671094109,75.8336706103391,10370300
2001-03-16,73.82958984375,75.36382748732075,73.70119878506364,75.19050078249867,58514600
2001-03-19,75.33174896240234,75.55001137265192,73.70763958536467,74.31106548106825,10067800
2001-03-20,73.30964660644531,76.04431612917129,73.25187427804826,75.684830803269,15083900
2001-03-21,72.06429290771484,73.99011577079291,71.83319377233582,73.29681836465582,19004600
2001-03-22,71.33245086669922,72.28252034031479,69.35527237630534,71.91019356661357,28624800
2001-03-23,73.48937225341797,73.6049217733769,71.57638684467965,72.69978305076206,12861700
2001-03-26,74.4266128540039,74.63844958139606,73.67553844692868,74.27254354620322,9943800
2001-03-27,75.9480209350586,76.1662833723694,74.00294092937884,74.22120336668965,12880700
2001-03-28,73.8488540649414,75.07495817796335,73.75898276441073,75.04286408355586,10953300
2001-03-29,74.13130187988281,74.78607913019091,71.9872177511915,73.63058410303773,12060300
2001-03-30,74.9080581665039,74.9080581665039,73.50220653540107,74.17624619630153,9183600
2001-04-02,73.30964660644531,75.35101880268523,73.0528741722981,74.6577263738194,10561000
2001-04-03,70.86384582519531,73.27754464897869,70.65200418186541,73.16841588639771,12836000
2001-04-04,71.15917205810547,71.96159845681578,70.16416626227793,70.9794293284139,14884300
2001-04-05,73.85527038574219,74.13772092852774,72.21831984357387,72.73187429928659,21522800
2001-04-06,72.73189544677734,73.43802935548379,71.93588531921328,73.17483127355865,14937800
2001-04-09,73.54069519042969,73.81672977535145,72.3980419916056,73.18121011150531,9034300
2001-04-10,74.88239288330078,75.5885267609921,73.93231837500412,74.11206100958523,17873600
2001-04-11,74.93376159667969,76.38454446924773,74.55501392809227,76.24973747122789,12722300
2001-04-12,76.29463958740234,76.35241678835833,74.43943163896428,74.6576939904607,9233200
2001-04-16,75.49221801757812,76.32032202796462,75.04928230792461,75.93515862485003,7350000
