Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,92.1425552368164,93.92442673903246,91.15262662447415,93.92442673903246,8164300
2000-01-04,88.53921508789062,91.27141805795523,88.46992008502666,90.93484232975887,8089800
2000-01-05,88.69760131835938,89.66773133277893,86.95532700674875,88.65800417491367,12177900
2000-01-06,87.27213287353516,89.6479622621069,87.27213287353516,88.46004756782102,6227200
2000-01-07,92.34053802490234,92.34053802490234,88.73719799048291,88.89558656342443,8066500
2000-01-10,92.65728759765625,93.07305747790214,91.88514353434245,92.65728759765625,5741700
2000-01-11,91.54853057861328,92.55825701881858,90.91497673377859,92.38006999995882,7503700
2000-01-12,90.63787841796875,91.60800861510297,90.51908696525844,91.60800861510297,6907700
2000-01-13,91.86531829833984,92.34048373781401,90.77639749954487,91.52874277871231,5158300
2000-01-14,93.11265563964844,93.4294326947695,92.47910152940631,92.8354757164175,7437300
2000-01-18,92.38009643554688,92.8948590817801,91.98412516921363,92.08311798579693,6488500
2000-01-19,93.13243103027344,93.13243103027344,91.86532312509965,92.06330873528306,6157900
2000-01-20,91.70699310302734,93.1126918315064,91.11303589381085,93.1126918315064,5800100
2000-01-21,91.50895690917969,92.18210804178723,91.27137415649466,92.18210804178723,6244800
2000-01-24,88.91536712646484,92.39991502543118,88.32141009823195,92.2811236197846,7896900
2000-01-25,89.92509460449219,89.92509460449219,88.06402923839306,89.02425977302931,9942500
2000-01-26,89.21234893798828,89.67761529396758,88.75698186617875,89.33114034802554,5158100
2000-01-27,88.85592651367188,90.10323564254026,87.50962459679806,89.86565295132723,10922700
2000-01-28,86.08417510986328,88.737183266423,85.86639085820539,88.34121189977229,11916200
2000-01-31,88.42039489746094,88.48968987778811,85.52980428952782,86.04456700052961,10768700
2000-02-01,89.29151153564453,89.76667700723111,87.76702231430426,88.53916620563244,8419900
2000-02-02,89.37071990966797,90.12306535861954,88.9351514918539,89.50930986079062,6205900
2000-02-03,90.71703338623047,90.75663051996519,88.69757956576004,89.25193943804604,7997500
2000-02-04,90.34081268310547,91.23174771942801,90.04383433766462,90.71698525399721,4925400
2000-02-07,90.20226287841797,90.45964422552495,89.60830592355569,90.32105426939042,5845800
2000-02-08,91.42973327636719,91.58812172725739,90.99416503641915,91.21194915639316,4936400
2000-02-09,89.50928497314453,91.52873798514646,89.49938569367393,91.52873798514646,8511500
2000-02-10,89.6875,90.32105408388522,89.25193156732892,89.72709713024283,6690600
2000-02-11,87.86607360839844,89.92512535586879,87.45030354400538,89.86572963238407,9849800
2000-02-14,88.38080596923828,88.55899307804724,87.62846039871162,88.55899307804724,8528800
2000-02-15,89.38066101074219,89.46975459243414,87.30181077126319,88.22244444874674,11078300
2000-02-16,88.06401824951172,89.29152929525581,87.93532757536113,88.93515512068494,8845400
2000-02-17,87.608642578125,88.97474344544491,87.56904545153603,88.97474344544491,7584200
2000-02-18,85.72776794433594,87.98480386711984,85.2921996083601,87.98480386711984,9409200
2000-02-22,85.5099868774414,86.3811235809856,84.59925305100882,85.64857680755071,16415400
2000-02-23,86.51978302001953,87.09394176317298,85.21307691491168,85.92582569951597,12119000
2000-02-24,84.77745056152344,86.81670264182165,84.32208359213647,86.59891843907135,17375000
2000-02-25,84.47057342529297,86.61871762232667,84.34188275911123,85.6485879849566,10559900
2000-02-28,86.24253845214844,86.59891257798375,84.08449513459009,84.50026494806463,13397800
2000-02-29,87.0740737915039,87.0740737915039,86.00495146664232,86.20293708235744,8242500
2000-03-01,87.7076187133789,88.06399278490053,86.93547489174871,87.19285616562544,6868000
2000-03-02,87.76702117919922,88.14319383934016,87.01467585891734,87.86601398449946,7600200
2000-03-03,89.4103012084961,89.78647386637063,88.51936596616166,88.97473286779925,12770300
2000-03-06,88.53921508789062,89.54894227247972,87.90566077599158,89.21236654428336,11967100
2000-03-07,86.82661437988281,88.79657176918809,85.66839822637165,88.69757893555466,20062000
2000-03-08,86.71770477294922,87.33146021768927,85.54958957166976,86.46032345741307,11808500
2000-03-09,89.251953125,89.251953125,86.24257049966727,86.95531901619343,5500900
2000-03-10,88.77677154541016,89.96468552683848,88.40059878462452,88.81636867812443,7924600
2000-03-13,87.80664825439453,88.99456232322513,85.96538144770712,86.5989356177501,10540500
2000-03-14,86.55931091308594,88.75695124047672,86.26233249046555,88.24218864126807,8263900
2000-03-15,88.57874298095703,88.97471411632117,86.20291616877222,86.71767864474559,10300800
2000-03-16,92.7166748046875,93.03345182729588,89.25192611990845,89.727091653821,25601400
2000-03-17,93.32945251464844,94.00431457026265,92.37670608319307,92.61489269105691,10272900
2000-03-20,92.85311889648438,93.58752791725605,91.95991873608638,93.28979453045672,12502300
2000-03-21,94.75856018066406,95.11584004728576,91.78122795881664,92.43624104762308,13612600
2000-03-22,95.33419799804688,95.81057125475166,94.44099814172539,94.99676694121432,8260000
2000-03-23,96.96180725097656,97.47787828240448,94.73873203867167,94.73873203867167,11654500
2000-03-24,97.5374526977539,98.92687510085581,96.36636810085372,97.10077708535044,11462900
2000-03-27,96.50528717041016,97.67637148613501,96.42589162358135,97.4183359589414,8798600
2000-03-28,95.94950103759766,97.17020734992953,95.65176779068744,96.06859433636174,6334400
2000-03-29,96.04877471923828,96.85265473083761,95.05633026047367,96.26711250016649,6747500
2000-03-30,94.44103240966797,96.49539282463238,93.44858776475763,95.37393037588369,9491900
2000-03-31,95.51287841796875,96.74350985228173,94.28224698365577,95.03650495952502,9249100
2000-04-03,96.06859588623047,96.06859588623047,94.44098744352986,95.35403608211801,8508200
2000-04-04,95.35404968261719,97.18014722025266,89.80628596773553,96.3861917691068,19585500
2000-04-05,94.75856018066406,95.79070201757118,93.76611610671493,93.92490715854679,8387200
2000-04-06,95.58231353759766,96.34649567261947,94.63949142296036,95.43344688791808,6378500
2000-04-07,96.18775177001953,96.62442748998248,95.59228487916097,96.26714735546734,6023600
2000-04-10,95.810546875,97.24959072178632,95.47311590402943,96.38616441371452,9624200
2000-04-11,95.53271484375,96.30682161268959,94.24253689551735,95.27467925410348,9006400
2000-04-12,92.9126205444336,96.00904626648692,92.8332250130989,95.51282419564505,10779200
2000-04-13,91.6224365234375,94.103546697924,91.32470330249912,93.66687130721438,12225800
2000-04-14,86.38236236572266,90.70942003937328,84.79445129282334,90.59032670890583,29604000
2000-04-17,89.39935302734375,89.39935302734375,85.54867041470949,85.86625248585459,23918200
2000-04-18,91.76139068603516,91.76139068603516,88.78405808752656,89.280280187278,11069200
2000-04-19,90.90792083740234,92.17824986220447,90.53079190816422,91.78127204195381,6553700
2000-04-20,91.34455108642578,91.42394661105544,90.43150255318467,91.18576003716646,8537600
2000-04-24,90.35211181640625,91.02697381152001,89.24057441268948,89.87573864338478,12893100
2000-04-25,94.10357666015625,94.10357666015625,91.74155902198737,91.8606523482816,14102000
2000-04-26,93.0416259765625,94.48066979166666,92.73396833333332,93.98444778645833,7711100
2000-04-27,92.7339859008789,93.58748791152485,90.82849303990194,90.82849303990194,15595300
2000-04-28,92.15836334228516,93.91498947965155,92.13851445937705,93.36914519967894,8743400
2000-05-01,93.4088363647461,94.31196047324501,92.63472998603272,93.09125426065856,7328300
2000-05-02,91.54307556152344,93.44856889498098,91.54307556152342,92.41642667269147,9411900
2000-05-03,89.39935302734375,91.46363648978685,88.78403776450013,91.46363648978685,12630700
2000-05-04,90.07427978515625,90.4216354255794,89.39941739804843,90.19337314758704,5963600
2000-05-05,91.16593170166016,91.46366498612018,89.51847419431466,89.59786973683734,7862400
2000-05-08,90.48113250732422,91.0666745516296,90.09407929159694,90.6696968944734,5064100
2000-05-09,89.75663757324219,91.08651256603459,89.09170007684598,90.86817488065076,5620300
2000-05-10,87.7320785522461,89.53832722832175,87.4938919136427,89.24059393006752,10293900
2000-05-11,89.73677062988281,89.8757127653416,88.36719815178904,89.00236219960065,7091100
2000-05-12,90.70941162109375,91.12623823904626,89.9551539314654,90.0742472508804,5960800
2000-05-15,92.27747344970703,92.4858867582082,90.19334036469537,90.66971364126947,4441300
2000-05-16,93.1706771850586,93.82569046735662,92.29732614199456,93.09128163568913,8192200
2000-05-17,92.1980972290039,92.85311062158887,91.76142163394728,92.53552837063859,5907200
2000-05-18,91.06666564941406,92.9324604556575,91.06666564941406,92.49578507547288,4325600
2000-05-19,89.63754272460938,90.97734213424425,89.18101848132638,90.55059121117537,6518400
2000-05-22,88.96271514892578,89.85591510022022,87.01752414388457,89.71697288557442,10839400
2000-05-23,87.65266418457031,89.43906359050585,87.3747798325359,89.20087700304778,7979200
2000-05-24,89.08175659179688,89.35964085924009,86.69989144228359,87.6526375020889,11081500
2000-05-25,87.5534439086914,90.07425265419216,87.47404835765201,89.35969269483762,8278900
2000-05-26,87.65266418457031,88.72450382813165,87.2259132153746,88.1687351240628,4814000
2000-05-30,90.51094055175781,90.78882501836408,88.58559817598577,88.92302931400766,5362700
2000-05-31,90.70941162109375,91.4636693107221,90.25288723000291,90.55062052854042,6056500
2000-06-01,92.29728698730469,92.3766825029927,90.82846994707661,91.26514528336062,8961600
2000-06-02,93.9050521850586,94.69900739271075,93.6767900628586,94.59976299175423,8962200
2000-06-05,93.44857025146484,94.14328137270556,93.2897791380384,93.6669080324262,6998100
2000-06-06,93.03174591064453,93.86539927702965,92.67446589647948,93.13099035902371,4858900
2000-06-07,93.67684173583984,94.00434843965198,92.7340194066837,93.13099722948628,4919500
2000-06-08,93.30960845947266,93.8455283549004,92.77368856404493,93.68673727477366,5723100
2000-06-09,93.11111450195312,93.98446539474484,92.49579910021352,93.68673213583858,3085300
2000-06-12,92.01945495605469,93.34933059929361,92.01945495605469,93.34933059929361,3678900
2000-06-13,93.74629974365234,93.84554418547285,91.86065534906268,91.9797486792473,6558700
2000-06-14,93.9050521850586,94.56006523137162,93.48822570104122,94.16308762754555,6420500
2000-06-15,94.10357666015625,94.48070552675463,93.26992337609664,94.08372777244054,5881200
2000-06-16,93.33035278320312,94.42461187573694,92.87275352632534,94.42461187573694,5567900
2000-06-19,94.52410125732422,94.96180494658147,93.11151207835769,93.25078143403044,5106900
2000-06-20,94.18588256835938,94.78275127918548,93.58901385753327,94.345047557913,6480000
2000-06-21,94.14606475830078,94.504185883755,93.51935278875587,93.54919621587706,3115000
2000-06-22,92.71360778808594,94.02671897135068,92.31569530830875,93.94713647539524,7490500
2000-06-23,91.91771697998047,93.03187112519235,91.59938722420564,92.8329150278331,4863300
2000-06-26,93.10159301757812,93.11154083176955,92.23613318292385,92.55446323704956,5201300
2000-06-27,92.4151611328125,93.40994219990414,92.32563083677425,92.94239509837107,4159500
